
================================================================
======== FXServer starting - 5/27/2020, 4:42:47 AM
================================================================
Creating script environments for _cfx_internal
Found new resource ribfed in C:/FXServer\server-data/resources//[mapmods]/ribfed
Found new resource ribjail in C:/FXServer\server-data/resources//[mapmods]/ribjail
Found new resource ribpd in C:/FXServer\server-data/resources//[mapmods]/ribpd
Found new resource ribrig in C:/FXServer\server-data/resources//[mapmods]/ribrig
Found new resource RIBspiceden in C:/FXServer\server-data/resources//[mapmods]/RIBspiceden
Found new resource secret in C:/FXServer\server-data/resources//[mapmods]/secret
Found new resource SLBK11_MissionRow in C:/FXServer\server-data/resources//[mapmods]/SLBK11_MissionRow
Found new resource taxioffice in C:/FXServer\server-data/resources//[mapmods]/taxioffice
Found new resource usedcarsmap in C:/FXServer\server-data/resources//[mapmods]/usedcarsmap
Found new resource vine in C:/FXServer\server-data/resources//[mapmods]/vine
Found new resource cityhall in C:/FXServer\server-data/resources//[maps]/cityhall
Found new resource courthouse in C:/FXServer\server-data/resources//[maps]/courthouse
Found new resource pdstanice in C:/FXServer\server-data/resources//[maps]/pdstanice
Found new resource vespucci in C:/FXServer\server-data/resources//[maps]/vespucci
Found new resource wnews in C:/FXServer\server-data/resources//[maps]/wnews
Found new resource mumble-voip in C:/FXServer\server-data/resources//[mumble]/mumble-voip
Found new resource mythic_notify in C:/FXServer\server-data/resources//[notifications]/mythic_notify
Found new resource pNotify in C:/FXServer\server-data/resources//[notifications]/pNotify
Found new resource progressBars in C:/FXServer\server-data/resources//[notifications]/progressBars
Found new resource t0sic_loadingbar in C:/FXServer\server-data/resources//[notifications]/t0sic_loadingbar
Found new resource threatbar in C:/FXServer\server-data/resources//[notifications]/threatbar
Found new resource trew_hud_ui2 in C:/FXServer\server-data/resources//[notifications]/trew_hud_ui2
Found new resource esx_policemdt in C:/FXServer\server-data/resources//[police]/esx_policemdt
Found new resource mdt in C:/FXServer\server-data/resources//[police]/mdt
Found new resource policecars in C:/FXServer\server-data/resources//[police]/policecars
Found new resource 3dme in C:/FXServer\server-data/resources//[ribs]/3dme
Found new resource burglary in C:/FXServer\server-data/resources//[ribs]/burglary
Found new resource CarryPeople in C:/FXServer\server-data/resources//[ribs]/CarryPeople
Found new resource ChairBedSystem in C:/FXServer\server-data/resources//[ribs]/ChairBedSystem
Found new resource clothes in C:/FXServer\server-data/resources//[ribs]/clothes
Found new resource club-stuff in C:/FXServer\server-data/resources//[ribs]/club-stuff
Found new resource coffees in C:/FXServer\server-data/resources//[ribs]/coffees
Found new resource damages in C:/FXServer\server-data/resources//[ribs]/damages
Found new resource dice in C:/FXServer\server-data/resources//[ribs]/dice
Found new resource donut in C:/FXServer\server-data/resources//[ribs]/donut
Found new resource dpemotes in C:/FXServer\server-data/resources//[ribs]/dpemotes
Found new resource fireworks in C:/FXServer\server-data/resources//[ribs]/fireworks
Found new resource flashingheadlights in C:/FXServer\server-data/resources//[ribs]/flashingheadlights
Found new resource frfuel in C:/FXServer\server-data/resources//[ribs]/frfuel
Found new resource handsup in C:/FXServer\server-data/resources//[ribs]/handsup
Found new resource hat in C:/FXServer\server-data/resources//[ribs]/hat
Found new resource heli in C:/FXServer\server-data/resources//[ribs]/heli
Found new resource hideintrunk in C:/FXServer\server-data/resources//[ribs]/hideintrunk
Found new resource hotdog in C:/FXServer\server-data/resources//[ribs]/hotdog
Found new resource houseRobberies in C:/FXServer\server-data/resources//[ribs]/houseRobberies
Found new resource idoverhead in C:/FXServer\server-data/resources//[ribs]/idoverhead
Found new resource injury in C:/FXServer\server-data/resources//[ribs]/injury
Found new resource interactsound in C:/FXServer\server-data/resources//[ribs]/interactsound
Found new resource jsfour-idcard in C:/FXServer\server-data/resources//[ribs]/jsfour-idcard
sync thread hitch warning: timer interval of 103 milliseconds
Found new resource jsfour-licenseplate in C:/FXServer\server-data/resources//[ribs]/jsfour-licenseplate
Found new resource lux_vehcontrol in C:/FXServer\server-data/resources//[ribs]/lux_vehcontrol
Found new resource lv_headlights in C:/FXServer\server-data/resources//[ribs]/lv_headlights
Found new resource maccies in C:/FXServer\server-data/resources//[ribs]/maccies
Found new resource NativeUI in C:/FXServer\server-data/resources//[ribs]/NativeUI
Found new resource neontoggle in C:/FXServer\server-data/resources//[ribs]/neontoggle
Found new resource new_banking in C:/FXServer\server-data/resources//[ribs]/new_banking
Found new resource pedDensity in C:/FXServer\server-data/resources//[ribs]/pedDensity
Found new resource PiggyBack in C:/FXServer\server-data/resources//[ribs]/PiggyBack
Found new resource pointing in C:/FXServer\server-data/resources//[ribs]/pointing
Found new resource puton in C:/FXServer\server-data/resources//[ribs]/puton
Found new resource rollcoal in C:/FXServer\server-data/resources//[ribs]/rollcoal
Found new resource sawu_hookers in C:/FXServer\server-data/resources//[ribs]/sawu_hookers
Found new resource seatShuffle in C:/FXServer\server-data/resources//[ribs]/seatShuffle
Found new resource Sil-2Step in C:/FXServer\server-data/resources//[ribs]/Sil-2Step
Found new resource smoke in C:/FXServer\server-data/resources//[ribs]/smoke
Found new resource taxi-master in C:/FXServer\server-data/resources//[ribs]/taxi-master
Found new resource tp in C:/FXServer\server-data/resources//[ribs]/tp
Found new resource tuner_laptop in C:/FXServer\server-data/resources//[ribs]/tuner_laptop
Found new resource vehiclecmds in C:/FXServer\server-data/resources//[ribs]/vehiclecmds
Found new resource VehicleExtraMenu in C:/FXServer\server-data/resources//[ribs]/VehicleExtraMenu
Found new resource vSync in C:/FXServer\server-data/resources//[ribs]/vSync
sync thread hitch warning: timer interval of 110 milliseconds
Found new resource wash in C:/FXServer\server-data/resources//[ribs]/wash
Found new resource weaponry in C:/FXServer\server-data/resources//[ribs]/weaponry
Found new resource wk_wrs in C:/FXServer\server-data/resources//[ribs]/wk_wrs
Found new resource baseevents in C:/FXServer\server-data/resources//[system]/baseevents
Found new resource hardcap in C:/FXServer\server-data/resources//[system]/hardcap
Found new resource rconlog in C:/FXServer\server-data/resources//[system]/rconlog
Found new resource runcode in C:/FXServer\server-data/resources//[system]/runcode
Found new resource scoreboard in C:/FXServer\server-data/resources//[system]/scoreboard
Found new resource sessionmanager in C:/FXServer\server-data/resources//[system]/sessionmanager
Found new resource sessionmanager-rdr3 in C:/FXServer\server-data/resources//[system]/sessionmanager-rdr3
Found new resource example-loadscreen in C:/FXServer\server-data/resources//[test]/example-loadscreen
Found new resource fivem in C:/FXServer\server-data/resources//[test]/fivem
Found new resource esx_menu_default in C:/FXServer\server-data/resources//[esxmods]/[ui]/esx_menu_default
Found new resource esx_menu_list in C:/FXServer\server-data/resources//[esxmods]/[ui]/esx_menu_list
Found new resource es_ui in C:/FXServer\server-data/resources//[esxmods]/[ui]/es_ui
Found new resource time in C:/FXServer\server-data/resources//[esxmods]/[ui]/time
Found new resource togglehud in C:/FXServer\server-data/resources//[esxmods]/[ui]/togglehud
Found new resource Freedom in C:/FXServer\server-data/resources//[gamemodes]/[maps]/Freedom
Found new resource Freedoms in C:/FXServer\server-data/resources//[gamemodes]/[maps]/Freedoms
Found new resource webpack in C:/FXServer\server-data/resources//[system]/[builders]/webpack
Found new resource yarn in C:/FXServer\server-data/resources//[system]/[builders]/yarn
Creating script environments for sessionmanager
Started resource sessionmanager
Creating script environments for webadmin
Instantiated instance of script FxWebAdmin.BaseServer.
Instantiated instance of script FxWebAdmin.HttpServer+HttpServerScript.
Started resource webadmin
Creating script environments for monitor
[txAdminClientLUA] Version 2.4.2 starting...
[txAdminClientJS] Logger started
Started resource monitor
Creating script environments for mapmanager
Started resource mapmanager
Creating script environments for chat
Started resource chat
Started resource spawnmanager
Couldn't find resource clientmanager.
Started gametype RP
Started resource basic-gamemode
Started resource fivem
Creating script environments for hardcap
Started resource hardcap
Creating script environments for rconlog
Started resource rconlog
Started resource bob74_ipl
Creating script environments for mumble-voip
Started resource mumble-voip
Started resource pvp
Couldn't find resource carhud.
Started resource time
Creating script environments for vMenu
Instantiated instance of script vMenuServer.BanManager.
[vMenu] [WARNING] [DEBUG LOG] You have setup vMenu to use the SQLite database for storing banned players, however you also have a bans.json file!
Please check your configuration and only use ONE of these methods at a time.
If you no longer want to use the bans.json file, feel free to delete it after migrating to the database!
Instantiated instance of script vMenuServer.MainServer.
Started resource vMenu
Creating script environments for vSync
Started resource vSync
Creating script environments for coordsaver
Write /savepos <Your_Comment> ingame to save the Coords, Heading and Comment in a ".txt" in the coordsaver - resource folder
Started resource coordsaver
Creating script environments for mysql-async
Started resource mysql-async
Creating script environments for essentialmode
Instantiated instance of script SQLite.Main.
Started resource essentialmode
Started resource fxmigrant
Creating script environments for esplugin_mysql
Started resource esplugin_mysql
Creating script environments for async
Started resource async
Creating script environments for es_extended
Started resource es_extended
Creating script environments for el_bwh
Started resource el_bwh
Creating script environments for es_admincmds

================================================================
======== FXServer starting - 5/27/2020, 5:39:40 AM
================================================================
Creating script environments for _cfx_internal
Found new resource hypnonema in C:/FXServer\server-data/resources//hypnonema
Found new resource RichPresence in C:/FXServer\server-data/resources//RichPresence
Found new resource vMenu in C:/FXServer\server-data/resources//vMenu
Found new resource monitor in C:\FXServer\server\citizen/system_resources//monitor
Found new resource webadmin in C:\FXServer\server\citizen/system_resources//webadmin
Found new resource el_bwh in C:/FXServer\server-data/resources//[admin]/el_bwh
Found new resource es_admincmds in C:/FXServer\server-data/resources//[admin]/es_admincmds
Found new resource es_camera in C:/FXServer\server-data/resources//[admin]/es_camera
Found new resource ambulance in C:/FXServer\server-data/resources//[cars]/ambulance
Found new resource bison in C:/FXServer\server-data/resources//[cars]/bison
Found new resource caddy in C:/FXServer\server-data/resources//[cars]/caddy
Found new resource copinsig in C:/FXServer\server-data/resources//[cars]/copinsig
Found new resource copvrs in C:/FXServer\server-data/resources//[cars]/copvrs
Found new resource copx5 in C:/FXServer\server-data/resources//[cars]/copx5
Found new resource jack_pack in C:/FXServer\server-data/resources//[cars]/jack_pack
Found new resource jack_pack2 in C:/FXServer\server-data/resources//[cars]/jack_pack2
Found new resource jack_pack3 in C:/FXServer\server-data/resources//[cars]/jack_pack3
Found new resource jack_pack4 in C:/FXServer\server-data/resources//[cars]/jack_pack4
Found new resource jack_pack5 in C:/FXServer\server-data/resources//[cars]/jack_pack5
Found new resource nhs in C:/FXServer\server-data/resources//[cars]/nhs
Found new resource oz_cars in C:/FXServer\server-data/resources//[cars]/oz_cars
Found new resource police2 in C:/FXServer\server-data/resources//[cars]/police2
Found new resource rib_pack in C:/FXServer\server-data/resources//[cars]/rib_pack
Found new resource rs3 in C:/FXServer\server-data/resources//[cars]/rs3
Found new resource speedycab in C:/FXServer\server-data/resources//[cars]/speedycab
Found new resource casino_anims in C:/FXServer\server-data/resources//[casino]/casino_anims
Found new resource casino_pack1 in C:/FXServer\server-data/resources//[casino]/casino_pack1
Found new resource casino_pack2 in C:/FXServer\server-data/resources//[casino]/casino_pack2
Found new resource casino_pack3 in C:/FXServer\server-data/resources//[casino]/casino_pack3
Found new resource casino_pack4 in C:/FXServer\server-data/resources//[casino]/casino_pack4
Found new resource casino_pack5 in C:/FXServer\server-data/resources//[casino]/casino_pack5
Found new resource casino_vehsounds in C:/FXServer\server-data/resources//[casino]/casino_vehsounds
Found new resource casino_vehsounds2 in C:/FXServer\server-data/resources//[casino]/casino_vehsounds2
Found new resource coordsaver in C:/FXServer\server-data/resources//[devstuff]/coordsaver
Found new resource gd_airport_ai_begone in C:/FXServer\server-data/resources//[disablepolice]/gd_airport_ai_begone
Found new resource norewards in C:/FXServer\server-data/resources//[disablepolice]/norewards
Found new resource PoliceVehiclesWeaponDeleter in C:/FXServer\server-data/resources//[disablepolice]/PoliceVehiclesWeaponDeleter
Found new resource ChangingRooms in C:/FXServer\server-data/resources//[esxmods]/ChangingRooms
Found new resource esx-qalle-sellvehicles in C:/FXServer\server-data/resources//[esxmods]/esx-qalle-sellvehicles
Found new resource esx_accessories in C:/FXServer\server-data/resources//[esxmods]/esx_accessories
Found new resource esx_AdvancedFishing in C:/FXServer\server-data/resources//[esxmods]/esx_AdvancedFishing
Found new resource esx_advert in C:/FXServer\server-data/resources//[esxmods]/esx_advert
Found new resource esx_ambulancejob in C:/FXServer\server-data/resources//[esxmods]/esx_ambulancejob
Found new resource esx_Armour in C:/FXServer\server-data/resources//[esxmods]/esx_Armour
Found new resource esx_barbershop in C:/FXServer\server-data/resources//[esxmods]/esx_barbershop
Found new resource esx_basicneeds in C:/FXServer\server-data/resources//[esxmods]/esx_basicneeds
Found new resource esx_bennys in C:/FXServer\server-data/resources//[esxmods]/esx_bennys
Found new resource esx_bike-rental in C:/FXServer\server-data/resources//[esxmods]/esx_bike-rental
Found new resource esx_carwash in C:/FXServer\server-data/resources//[esxmods]/esx_carwash
Found new resource esx_clotheshop in C:/FXServer\server-data/resources//[esxmods]/esx_clotheshop
Found new resource esx_communityservice in C:/FXServer\server-data/resources//[esxmods]/esx_communityservice
Found new resource esx_criminalrecords in C:/FXServer\server-data/resources//[esxmods]/esx_criminalrecords
Found new resource esx_detector in C:/FXServer\server-data/resources//[esxmods]/esx_detector
Found new resource esx_detector_prison in C:/FXServer\server-data/resources//[esxmods]/esx_detector_prison
Found new resource esx_dmvschool in C:/FXServer\server-data/resources//[esxmods]/esx_dmvschool
Found new resource esx_doorlock in C:/FXServer\server-data/resources//[esxmods]/esx_doorlock
Found new resource esx_drugs in C:/FXServer\server-data/resources//[esxmods]/esx_drugs
Found new resource esx_duty in C:/FXServer\server-data/resources//[esxmods]/esx_duty
Found new resource esx_extraitems in C:/FXServer\server-data/resources//[esxmods]/esx_extraitems
Found new resource esx_GoldDig in C:/FXServer\server-data/resources//[esxmods]/esx_GoldDig
Found new resource esx_holdup in C:/FXServer\server-data/resources//[esxmods]/esx_holdup
Found new resource esx_holdupbank in C:/FXServer\server-data/resources//[esxmods]/esx_holdupbank
Found new resource esx_jb_eden_garage in C:/FXServer\server-data/resources//[esxmods]/esx_jb_eden_garage
Found new resource esx_joblisting in C:/FXServer\server-data/resources//[esxmods]/esx_joblisting
Found new resource esx_jobs in C:/FXServer\server-data/resources//[esxmods]/esx_jobs
Found new resource esx_Krowa in C:/FXServer\server-data/resources//[esxmods]/esx_Krowa
Found new resource esx_ktackle in C:/FXServer\server-data/resources//[esxmods]/esx_ktackle
Found new resource esx_licenseshop in C:/FXServer\server-data/resources//[esxmods]/esx_licenseshop
Found new resource esx_lscustom in C:/FXServer\server-data/resources//[esxmods]/esx_lscustom
Found new resource esx_mafia in C:/FXServer\server-data/resources//[esxmods]/esx_mafia
Found new resource esx_mechanicjob in C:/FXServer\server-data/resources//[esxmods]/esx_mechanicjob
Found new resource esx_med in C:/FXServer\server-data/resources//[esxmods]/esx_med
Found new resource esx_moneywash in C:/FXServer\server-data/resources//[esxmods]/esx_moneywash
Found new resource esx_outlawalert in C:/FXServer\server-data/resources//[esxmods]/esx_outlawalert
Found new resource esx_pawn in C:/FXServer\server-data/resources//[esxmods]/esx_pawn
Found new resource esx_plasticsurgery in C:/FXServer\server-data/resources//[esxmods]/esx_plasticsurgery
Found new resource esx_policejob in C:/FXServer\server-data/resources//[esxmods]/esx_policejob
Found new resource esx_qallejail in C:/FXServer\server-data/resources//[esxmods]/esx_qallejail
Found new resource esx_ruskiarrest in C:/FXServer\server-data/resources//[esxmods]/esx_ruskiarrest
Found new resource esx_scoreboard in C:/FXServer\server-data/resources//[esxmods]/esx_scoreboard
Found new resource esx_SellGold in C:/FXServer\server-data/resources//[esxmods]/esx_SellGold
Found new resource esx_shops in C:/FXServer\server-data/resources//[esxmods]/esx_shops
Found new resource esx_sit in C:/FXServer\server-data/resources//[esxmods]/esx_sit
Found new resource esx_status in C:/FXServer\server-data/resources//[esxmods]/esx_status
Found new resource esx_tattoosShops in C:/FXServer\server-data/resources//[esxmods]/esx_tattoosShops
Found new resource esx_taxijob in C:/FXServer\server-data/resources//[esxmods]/esx_taxijob
Found new resource esx_thief in C:/FXServer\server-data/resources//[esxmods]/esx_thief
Found new resource esx_tpm in C:/FXServer\server-data/resources//[esxmods]/esx_tpm
Found new resource esx_vangelico_robbery in C:/FXServer\server-data/resources//[esxmods]/esx_vangelico_robbery
Found new resource esx_vangelico_robbery2 in C:/FXServer\server-data/resources//[esxmods]/esx_vangelico_robbery2
Found new resource esx_vehicleshop in C:/FXServer\server-data/resources//[esxmods]/esx_vehicleshop
Found new resource esx_vinerob in C:/FXServer\server-data/resources//[esxmods]/esx_vinerob
Found new resource esx_weaponshops in C:/FXServer\server-data/resources//[esxmods]/esx_weaponshops
Found new resource esx_yacht in C:/FXServer\server-data/resources//[esxmods]/esx_yacht
Found new resource kr_pushvehicle in C:/FXServer\server-data/resources//[esxmods]/kr_pushvehicle
Found new resource Lenzh_chopshop in C:/FXServer\server-data/resources//[esxmods]/Lenzh_chopshop
Found new resource npc_car_aim_flee in C:/FXServer\server-data/resources//[esxmods]/npc_car_aim_flee
Found new resource outfit in C:/FXServer\server-data/resources//[esxmods]/outfit
Found new resource skincreator in C:/FXServer\server-data/resources//[esxmods]/skincreator
Found new resource async in C:/FXServer\server-data/resources//[esx]/async
Found new resource cron in C:/FXServer\server-data/resources//[esx]/cron
Found new resource esplugin_mysql in C:/FXServer\server-data/resources//[esx]/esplugin_mysql
Found new resource essentialmode in C:/FXServer\server-data/resources//[esx]/essentialmode
Found new resource esx_addonaccount in C:/FXServer\server-data/resources//[esx]/esx_addonaccount
Found new resource esx_addoninventory in C:/FXServer\server-data/resources//[esx]/esx_addoninventory
Found new resource esx_billing in C:/FXServer\server-data/resources//[esx]/esx_billing
Found new resource esx_datastore in C:/FXServer\server-data/resources//[esx]/esx_datastore
Found new resource esx_identity in C:/FXServer\server-data/resources//[esx]/esx_identity
Found new resource esx_invest in C:/FXServer\server-data/resources//[esx]/esx_invest
Found new resource esx_license in C:/FXServer\server-data/resources//[esx]/esx_license
Found new resource esx_service in C:/FXServer\server-data/resources//[esx]/esx_service
Found new resource esx_showcommands in C:/FXServer\server-data/resources//[esx]/esx_showcommands
Found new resource esx_skin in C:/FXServer\server-data/resources//[esx]/esx_skin
Found new resource esx_society in C:/FXServer\server-data/resources//[esx]/esx_society
Found new resource es_extended in C:/FXServer\server-data/resources//[esx]/es_extended
Found new resource fxmigrant in C:/FXServer\server-data/resources//[esx]/fxmigrant
Found new resource honza_notify in C:/FXServer\server-data/resources//[esx]/honza_notify
Found new resource mysql-async in C:/FXServer\server-data/resources//[esx]/mysql-async
Found new resource pvp in C:/FXServer\server-data/resources//[esx]/pvp
Found new resource skinchanger in C:/FXServer\server-data/resources//[esx]/skinchanger
Found new resource basic-gamemode in C:/FXServer\server-data/resources//[gamemodes]/basic-gamemode
Found new resource bob74_ipl in C:/FXServer\server-data/resources//[gameplay]/bob74_ipl
Found new resource chat in C:/FXServer\server-data/resources//[gameplay]/chat
Found new resource chat-theme-civlifechat in C:/FXServer\server-data/resources//[gameplay]/chat-theme-civlifechat
Found new resource chat-theme-gtao in C:/FXServer\server-data/resources//[gameplay]/chat-theme-gtao
Found new resource esx_rpchat in C:/FXServer\server-data/resources//[gameplay]/esx_rpchat
Found new resource playernames in C:/FXServer\server-data/resources//[gameplay]/playernames
Found new resource esx_addons_gcphone in C:/FXServer\server-data/resources//[gcphone]/esx_addons_gcphone
Found new resource esx_cartesim in C:/FXServer\server-data/resources//[gcphone]/esx_cartesim
Found new resource gcphone in C:/FXServer\server-data/resources//[gcphone]/gcphone
Found new resource phone in C:/FXServer\server-data/resources//[gcphone]/phone
Found new resource screenshot-basic in C:/FXServer\server-data/resources//[gcphone]/screenshot-basic
Found new resource disc-inventoryhud in C:/FXServer\server-data/resources//[inventory]/disc-inventoryhud
Found new resource esx_inventoryhud in C:/FXServer\server-data/resources//[inventory]/esx_inventoryhud
Found new resource esx_inventoryhud_glovebox in C:/FXServer\server-data/resources//[inventory]/esx_inventoryhud_glovebox
Found new resource esx_inventoryhud_trunk in C:/FXServer\server-data/resources//[inventory]/esx_inventoryhud_trunk
Found new resource freedom_ls in C:/FXServer\server-data/resources//[loading_screen]/freedom_ls
Found new resource locking in C:/FXServer\server-data/resources//[locksystem]/locking
Found new resource mapmanager in C:/FXServer\server-data/resources//[managers]/mapmanager
Found new resource spawnmanager in C:/FXServer\server-data/resources//[managers]/spawnmanager
Found new resource ballas in C:/FXServer\server-data/resources//[mapmods]/ballas
Found new resource banner_anim in C:/FXServer\server-data/resources//[mapmods]/banner_anim
Found new resource bennysmap in C:/FXServer\server-data/resources//[mapmods]/bennysmap
Found new resource bmamas in C:/FXServer\server-data/resources//[mapmods]/bmamas
Found new resource chopshop in C:/FXServer\server-data/resources//[mapmods]/chopshop
Found new resource cinema in C:/FXServer\server-data/resources//[mapmods]/cinema
Found new resource davetest in C:/FXServer\server-data/resources//[mapmods]/davetest
Found new resource davetest2 in C:/FXServer\server-data/resources//[mapmods]/davetest2
Found new resource festival in C:/FXServer\server-data/resources//[mapmods]/festival
Found new resource jewel in C:/FXServer\server-data/resources//[mapmods]/jewel
Found new resource legionsign in C:/FXServer\server-data/resources//[mapmods]/legionsign
Found new resource marabunta in C:/FXServer\server-data/resources//[mapmods]/marabunta
Found new resource mceys in C:/FXServer\server-data/resources//[mapmods]/mceys
Found new resource missionrowgates in C:/FXServer\server-data/resources//[mapmods]/missionrowgates
Found new resource nobarrier in C:/FXServer\server-data/resources//[mapmods]/nobarrier
Found new resource pablito_restauracja in C:/FXServer\server-data/resources//[mapmods]/pablito_restauracja
Found new resource pablito_taco in C:/FXServer\server-data/resources//[mapmods]/pablito_taco
Found new resource pawn in C:/FXServer\server-data/resources//[mapmods]/pawn
Found new resource pillboxup-mlo in C:/FXServer\server-data/resources//[mapmods]/pillboxup-mlo
Found new resource ribbench in C:/FXServer\server-data/resources//[mapmods]/ribbench
Found new resource ribcardealer in C:/FXServer\server-data/resources//[mapmods]/ribcardealer
Found new resource ribfed in C:/FXServer\server-data/resources//[mapmods]/ribfed
Found new resource ribjail in C:/FXServer\server-data/resources//[mapmods]/ribjail
Found new resource ribpd in C:/FXServer\server-data/resources//[mapmods]/ribpd
Found new resource ribrig in C:/FXServer\server-data/resources//[mapmods]/ribrig
Found new resource RIBspiceden in C:/FXServer\server-data/resources//[mapmods]/RIBspiceden
Found new resource secret in C:/FXServer\server-data/resources//[mapmods]/secret
Found new resource SLBK11_MissionRow in C:/FXServer\server-data/resources//[mapmods]/SLBK11_MissionRow
Found new resource taxioffice in C:/FXServer\server-data/resources//[mapmods]/taxioffice
Found new resource usedcarsmap in C:/FXServer\server-data/resources//[mapmods]/usedcarsmap
Found new resource vine in C:/FXServer\server-data/resources//[mapmods]/vine
Found new resource cityhall in C:/FXServer\server-data/resources//[maps]/cityhall
Found new resource courthouse in C:/FXServer\server-data/resources//[maps]/courthouse
Found new resource pdstanice in C:/FXServer\server-data/resources//[maps]/pdstanice
Found new resource vespucci in C:/FXServer\server-data/resources//[maps]/vespucci
Found new resource wnews in C:/FXServer\server-data/resources//[maps]/wnews
Found new resource mumble-voip in C:/FXServer\server-data/resources//[mumble]/mumble-voip
Found new resource mythic_notify in C:/FXServer\server-data/resources//[notifications]/mythic_notify
Found new resource pNotify in C:/FXServer\server-data/resources//[notifications]/pNotify
Found new resource progressBars in C:/FXServer\server-data/resources//[notifications]/progressBars
Found new resource t0sic_loadingbar in C:/FXServer\server-data/resources//[notifications]/t0sic_loadingbar
Found new resource threatbar in C:/FXServer\server-data/resources//[notifications]/threatbar
Found new resource trew_hud_ui2 in C:/FXServer\server-data/resources//[notifications]/trew_hud_ui2
Found new resource esx_policemdt in C:/FXServer\server-data/resources//[police]/esx_policemdt
Found new resource mdt in C:/FXServer\server-data/resources//[police]/mdt
Found new resource policecars in C:/FXServer\server-data/resources//[police]/policecars
Found new resource 3dme in C:/FXServer\server-data/resources//[ribs]/3dme
Found new resource burglary in C:/FXServer\server-data/resources//[ribs]/burglary
Found new resource CarryPeople in C:/FXServer\server-data/resources//[ribs]/CarryPeople
Found new resource ChairBedSystem in C:/FXServer\server-data/resources//[ribs]/ChairBedSystem
Found new resource clothes in C:/FXServer\server-data/resources//[ribs]/clothes
Found new resource club-stuff in C:/FXServer\server-data/resources//[ribs]/club-stuff
Found new resource coffees in C:/FXServer\server-data/resources//[ribs]/coffees
Found new resource damages in C:/FXServer\server-data/resources//[ribs]/damages
Found new resource dice in C:/FXServer\server-data/resources//[ribs]/dice
Found new resource donut in C:/FXServer\server-data/resources//[ribs]/donut
Found new resource dpemotes in C:/FXServer\server-data/resources//[ribs]/dpemotes
Found new resource fireworks in C:/FXServer\server-data/resources//[ribs]/fireworks
Found new resource flashingheadlights in C:/FXServer\server-data/resources//[ribs]/flashingheadlights
Found new resource frfuel in C:/FXServer\server-data/resources//[ribs]/frfuel
Found new resource handsup in C:/FXServer\server-data/resources//[ribs]/handsup
Found new resource hat in C:/FXServer\server-data/resources//[ribs]/hat
Found new resource heli in C:/FXServer\server-data/resources//[ribs]/heli
Found new resource hideintrunk in C:/FXServer\server-data/resources//[ribs]/hideintrunk
Found new resource hotdog in C:/FXServer\server-data/resources//[ribs]/hotdog
Found new resource houseRobberies in C:/FXServer\server-data/resources//[ribs]/houseRobberies
Found new resource idoverhead in C:/FXServer\server-data/resources//[ribs]/idoverhead
Found new resource injury in C:/FXServer\server-data/resources//[ribs]/injury
Found new resource interactsound in C:/FXServer\server-data/resources//[ribs]/interactsound
Found new resource jsfour-idcard in C:/FXServer\server-data/resources//[ribs]/jsfour-idcard
Found new resource jsfour-licenseplate in C:/FXServer\server-data/resources//[ribs]/jsfour-licenseplate
Found new resource lux_vehcontrol in C:/FXServer\server-data/resources//[ribs]/lux_vehcontrol
Found new resource lv_headlights in C:/FXServer\server-data/resources//[ribs]/lv_headlights
Found new resource maccies in C:/FXServer\server-data/resources//[ribs]/maccies
Found new resource NativeUI in C:/FXServer\server-data/resources//[ribs]/NativeUI
Found new resource neontoggle in C:/FXServer\server-data/resources//[ribs]/neontoggle
Found new resource new_banking in C:/FXServer\server-data/resources//[ribs]/new_banking
Found new resource pedDensity in C:/FXServer\server-data/resources//[ribs]/pedDensity
Found new resource PiggyBack in C:/FXServer\server-data/resources//[ribs]/PiggyBack
Found new resource pointing in C:/FXServer\server-data/resources//[ribs]/pointing
Found new resource puton in C:/FXServer\server-data/resources//[ribs]/puton
Found new resource rollcoal in C:/FXServer\server-data/resources//[ribs]/rollcoal
Found new resource sawu_hookers in C:/FXServer\server-data/resources//[ribs]/sawu_hookers
Found new resource seatShuffle in C:/FXServer\server-data/resources//[ribs]/seatShuffle
Found new resource Sil-2Step in C:/FXServer\server-data/resources//[ribs]/Sil-2Step
Found new resource smoke in C:/FXServer\server-data/resources//[ribs]/smoke
Found new resource taxi-master in C:/FXServer\server-data/resources//[ribs]/taxi-master
Found new resource tp in C:/FXServer\server-data/resources//[ribs]/tp
Found new resource tuner_laptop in C:/FXServer\server-data/resources//[ribs]/tuner_laptop
Found new resource vehiclecmds in C:/FXServer\server-data/resources//[ribs]/vehiclecmds
Found new resource VehicleExtraMenu in C:/FXServer\server-data/resources//[ribs]/VehicleExtraMenu
Found new resource vSync in C:/FXServer\server-data/resources//[ribs]/vSync
Found new resource wash in C:/FXServer\server-data/resources//[ribs]/wash
Found new resource weaponry in C:/FXServer\server-data/resources//[ribs]/weaponry
Found new resource wk_wrs in C:/FXServer\server-data/resources//[ribs]/wk_wrs
Found new resource baseevents in C:/FXServer\server-data/resources//[system]/baseevents
Found new resource hardcap in C:/FXServer\server-data/resources//[system]/hardcap
Found new resource rconlog in C:/FXServer\server-data/resources//[system]/rconlog
Found new resource runcode in C:/FXServer\server-data/resources//[system]/runcode
Found new resource scoreboard in C:/FXServer\server-data/resources//[system]/scoreboard
Found new resource sessionmanager in C:/FXServer\server-data/resources//[system]/sessionmanager
